collection_no,class_name,occurrence.genus_name,abund_value,abund_unit,collection.reference_no,epoch,stage,10_my_bin
66224,Gastropoda,Spiraculinella,9,specimens,27351,Cisuralian,Artinskian,Permian 2
66224,Gastropoda,Peruvispira,7,specimens,27351,Cisuralian,Artinskian,Permian 2
66227,Strophomenata,Notostrophia,1,specimens,27368,Cisuralian,Artinskian,Permian 2
66227,Strophomenata,Acanthalosia,72,specimens,27368,Cisuralian,Artinskian,Permian 2
66227,Strophomenata,Taeniothaerus,8,specimens,27368,Cisuralian,Artinskian,Permian 2
66227,Strophomenata,Terrakea,1,specimens,27368,Cisuralian,Artinskian,Permian 2
66227,Strophomenata,Linoproductidae,1,specimens,27368,Cisuralian,Artinskian,Permian 2
66227,Rhynchonellata,Permasyrinx,4,specimens,27368,Cisuralian,Artinskian,Permian 2
66227,Rhynchonellata,Ambikella,6,specimens,27368,Cisuralian,Artinskian,Permian 2
66227,Bivalvia,Eurydesma,3,specimens,27368,Cisuralian,Artinskian,Permian 2
66227,Gastropoda,Spiraculinella,3,specimens,27368,Cisuralian,Artinskian,Permian 2
66227,Gastropoda,Paraplatyschisma,3,specimens,27368,Cisuralian,Artinskian,Permian 2
66227,Gastropoda,Peruvispira,65,specimens,27368,Cisuralian,Artinskian,Permian 2
66231,Strophomenata,Acanthalosia,71,specimens,27351,Cisuralian,Artinskian,Permian 2
66231,Strophomenata,Taeniothaerus,6,specimens,27351,Cisuralian,Artinskian,Permian 2
66231,Strophomenata,Terrakea,5,specimens,27351,Cisuralian,Artinskian,Permian 2
66231,Rhynchonellata,Tomiopsis,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66231,Gastropoda,Peruvispira,7,specimens,27351,Cisuralian,Artinskian,Permian 2
66232,Strophomenata,Acanthalosia,24,specimens,27351,Cisuralian,Artinskian,Permian 2
66232,Strophomenata,Taeniothaerus,3,specimens,27351,Cisuralian,Artinskian,Permian 2
66232,Rhynchonellata,Permasyrinx,3,specimens,27351,Cisuralian,Artinskian,Permian 2
66234,Strophomenata,Notostrophia,5,specimens,27351,Cisuralian,Artinskian,Permian 2
66234,Strophomenata,Echinalosia,9,specimens,27351,Cisuralian,Artinskian,Permian 2
66234,Strophomenata,Costatumulus,2,specimens,27351,Cisuralian,Artinskian,Permian 2
66234,Strophomenata,Terrakea,30,specimens,27351,Cisuralian,Artinskian,Permian 2
66234,Rhynchonellata,Plekonella,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66234,Rhynchonellata,Trigonotreta,4,specimens,27351,Cisuralian,Artinskian,Permian 2
66234,Rhynchonellata,Tomiopsis,6,specimens,27351,Cisuralian,Artinskian,Permian 2
66234,Rhynchonellata,Papulinella,10,specimens,27351,Cisuralian,Artinskian,Permian 2
66234,Rhynchonellata,Pustulospiriferina,15,specimens,27351,Cisuralian,Artinskian,Permian 2
66234,Bivalvia,Promytilus,2,specimens,27351,Cisuralian,Artinskian,Permian 2
66234,Bivalvia,Eurydesma,3,specimens,27351,Cisuralian,Artinskian,Permian 2
66234,Bivalvia,Etheripecten,2,specimens,27351,Cisuralian,Artinskian,Permian 2
66234,Bivalvia,Streblopteria,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66234,Gastropoda,Spiraculinella,5,specimens,27351,Cisuralian,Artinskian,Permian 2
66234,Gastropoda,Paraplatyschisma,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66234,Gastropoda,Peruvispira,33,specimens,27351,Cisuralian,Artinskian,Permian 2
66235,Strophomenata,Echinalosia,39,specimens,11597,Cisuralian,Artinskian,Permian 2
66235,Strophomenata,Costatumulus,11,specimens,11597,Cisuralian,Artinskian,Permian 2
66235,Strophomenata,Anidanthus,4,specimens,11597,Cisuralian,Artinskian,Permian 2
66235,Rhynchonellata,Syrella,2,specimens,11597,Cisuralian,Artinskian,Permian 2
66235,Rhynchonellata,Trigonotreta,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66235,Rhynchonellata,Ambikella,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66235,Gastropoda,Peruvispira,5,specimens,11597,Cisuralian,Artinskian,Permian 2
66237,Strophomenata,Arctitreta,11,specimens,27351,Cisuralian,Artinskian,Permian 2
66237,Strophomenata,Taeniothaerus,3,specimens,27351,Cisuralian,Artinskian,Permian 2
66237,Strophomenata,Costatumulus,27,specimens,27351,Cisuralian,Artinskian,Permian 2
66237,Strophomenata,Anidanthus,7,specimens,27351,Cisuralian,Artinskian,Permian 2
66237,Rhynchonellata,Cyrtella,3,specimens,27351,Cisuralian,Artinskian,Permian 2
66237,Rhynchonellata,Syrella,2,specimens,27351,Cisuralian,Artinskian,Permian 2
66237,Rhynchonellata,Trigonotreta,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66237,Rhynchonellata,Ambikella,4,specimens,27351,Cisuralian,Artinskian,Permian 2
66237,Gastropoda,Paraplatyschisma,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66237,Gastropoda,Peruvispira,8,specimens,27351,Cisuralian,Artinskian,Permian 2
66240,Strophomenata,Echinalosia,27,specimens,27368,Cisuralian,Artinskian,Permian 2
66240,Strophomenata,Costatumulus,4,specimens,27368,Cisuralian,Artinskian,Permian 2
66240,Strophomenata,Paucispinauria,4,specimens,27368,Cisuralian,Artinskian,Permian 2
66240,Strophomenata,Anidanthus,1,specimens,27368,Cisuralian,Artinskian,Permian 2
66240,Rhynchonellata,Cyrtella,3,specimens,27368,Cisuralian,Artinskian,Permian 2
66240,Rhynchonellata,Syrella,8,specimens,27368,Cisuralian,Artinskian,Permian 2
66240,Rhynchonellata,Sulciplica,2,specimens,27368,Cisuralian,Artinskian,Permian 2
66240,Rhynchonellata,Trigonotreta,5,specimens,27368,Cisuralian,Artinskian,Permian 2
66240,Rhynchonellata,Fusispirifer,1,specimens,27368,Cisuralian,Artinskian,Permian 2
66240,Rhynchonellata,Ambikella,4,specimens,27368,Cisuralian,Artinskian,Permian 2
66240,Rhynchonellata,Pustulospiriferina,9,specimens,27368,Cisuralian,Artinskian,Permian 2
66240,Bivalvia,Deltopecten,1,specimens,27368,Cisuralian,Artinskian,Permian 2
66240,Gastropoda,Peruvispira,3,specimens,27368,Cisuralian,Artinskian,Permian 2
66241,Strophomenata,Echinalosia,16,specimens,11597,Cisuralian,Artinskian,Permian 2
66241,Strophomenata,Paucispinauria,2,specimens,11597,Cisuralian,Artinskian,Permian 2
66241,Strophomenata,Anidanthus,10,specimens,11597,Cisuralian,Artinskian,Permian 2
66241,Rhynchonellata,Coledium,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66241,Rhynchonellata,Cyrtella,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66241,Rhynchonellata,Syrella,3,specimens,11597,Cisuralian,Artinskian,Permian 2
66241,Rhynchonellata,Trigonotreta,5,specimens,11597,Cisuralian,Artinskian,Permian 2
66241,Rhynchonellata,Ambikella,4,specimens,11597,Cisuralian,Artinskian,Permian 2
66241,Rhynchonellata,Pustulospiriferina,2,specimens,11597,Cisuralian,Artinskian,Permian 2
66241,Bivalvia,Deltopecten,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66241,Gastropoda,Peruvispira,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66242,Lingulata,Orbiculoidea,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66242,Strophomenata,Echinalosia,77,specimens,27351,Cisuralian,Artinskian,Permian 2
66242,Strophomenata,Costatumulus,25,specimens,27351,Cisuralian,Artinskian,Permian 2
66242,Strophomenata,Paucispinauria,6,specimens,27351,Cisuralian,Artinskian,Permian 2
66242,Strophomenata,Anidanthus,5,specimens,27351,Cisuralian,Artinskian,Permian 2
66242,Rhynchonellata,Coledium,2,specimens,27351,Cisuralian,Artinskian,Permian 2
66242,Rhynchonellata,Composita,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66242,Rhynchonellata,Cyrtella,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66242,Rhynchonellata,Syrella,6,specimens,27351,Cisuralian,Artinskian,Permian 2
66242,Rhynchonellata,Trigonotreta,6,specimens,27351,Cisuralian,Artinskian,Permian 2
66242,Rhynchonellata,Ambikella,10,specimens,27351,Cisuralian,Artinskian,Permian 2
66242,Rhynchonellata,Pustulospiriferina,7,specimens,27351,Cisuralian,Artinskian,Permian 2
66242,Bivalvia,Etheripecten,2,specimens,27351,Cisuralian,Artinskian,Permian 2
66242,Bivalvia,Deltopecten,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66242,Bivalvia,Stutchburia,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66242,Gastropoda,Paraplatyschisma,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66242,Gastropoda,Peruvispira,3,specimens,27351,Cisuralian,Artinskian,Permian 2
66243,Lingulata,Orbiculoidea,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66243,Strophomenata,Arctitreta,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66243,Strophomenata,Echinalosia,124,specimens,27351,Cisuralian,Artinskian,Permian 2
66243,Strophomenata,Costatumulus,11,specimens,27351,Cisuralian,Artinskian,Permian 2
66243,Strophomenata,Magniplicatina,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66243,Strophomenata,Paucispinauria,5,specimens,27351,Cisuralian,Artinskian,Permian 2
66243,Strophomenata,Anidanthus,11,specimens,27351,Cisuralian,Artinskian,Permian 2
66243,Rhynchonellata,Coledium,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66243,Rhynchonellata,Cyrtella,3,specimens,27351,Cisuralian,Artinskian,Permian 2
66243,Rhynchonellata,Syrella,5,specimens,27351,Cisuralian,Artinskian,Permian 2
66243,Rhynchonellata,Sulciplica,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66243,Rhynchonellata,Trigonotreta,14,specimens,27351,Cisuralian,Artinskian,Permian 2
66243,Rhynchonellata,Ambikella,11,specimens,27351,Cisuralian,Artinskian,Permian 2
66243,Rhynchonellata,Geothomasia,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66243,Rhynchonellata,Pustulospiriferina,5,specimens,27351,Cisuralian,Artinskian,Permian 2
66243,Bivalvia,Etheripecten,3,specimens,27351,Cisuralian,Artinskian,Permian 2
66243,Bivalvia,Streblopteria,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66243,Bivalvia,Stutchburia,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66243,Gastropoda,Paraplatyschisma,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66243,Gastropoda,Peruvispira,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66244,Strophomenata,Echinalosia,33,specimens,27351,Cisuralian,Artinskian,Permian 2
66244,Strophomenata,Costatumulus,10,specimens,27351,Cisuralian,Artinskian,Permian 2
66244,Strophomenata,Paucispinauria,3,specimens,27351,Cisuralian,Artinskian,Permian 2
66244,Strophomenata,Anidanthus,8,specimens,27351,Cisuralian,Artinskian,Permian 2
66244,Rhynchonellata,Cyrtella,1,individuals,27351,Cisuralian,Artinskian,Permian 2
66244,Rhynchonellata,Syrella,1,individuals,27351,Cisuralian,Artinskian,Permian 2
66244,Rhynchonellata,Trigonotreta,1,individuals,27351,Cisuralian,Artinskian,Permian 2
66244,Rhynchonellata,Ambikella,1,individuals,27351,Cisuralian,Artinskian,Permian 2
66244,Gastropoda,Paraplatyschisma,1,individuals,27351,Cisuralian,Artinskian,Permian 2
66244,Gastropoda,Peruvispira,1,individuals,27351,Cisuralian,Artinskian,Permian 2
66245,Strophomenata,Arctitreta,18,specimens,11597,Cisuralian,Artinskian,Permian 2
66245,Strophomenata,Costatumulus,5,specimens,11597,Cisuralian,Artinskian,Permian 2
66245,Strophomenata,Anidanthus,7,specimens,11597,Cisuralian,Artinskian,Permian 2
66245,Rhynchonellata,Cyrtella,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66245,Rhynchonellata,Syrella,2,specimens,11597,Cisuralian,Artinskian,Permian 2
66245,Rhynchonellata,Ambikella,2,specimens,11597,Cisuralian,Artinskian,Permian 2
66245,Rhynchonellata,Pustulospiriferina,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66245,Bivalvia,Etheripecten,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66248,Strophomenata,Echinalosia,38,specimens,27351,Cisuralian,Artinskian,Permian 2
66248,Strophomenata,Costatumulus,3,specimens,27351,Cisuralian,Artinskian,Permian 2
66248,Strophomenata,Magniplicatina,3,specimens,27351,Cisuralian,Artinskian,Permian 2
66248,Strophomenata,Paucispinauria,3,specimens,27351,Cisuralian,Artinskian,Permian 2
66248,Rhynchonellata,Syrella,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66248,Rhynchonellata,Trigonotreta,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66248,Rhynchonellata,Ambikella,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66248,Gastropoda,Spiraculinella,4,specimens,27351,Cisuralian,Artinskian,Permian 2
66249,Strophomenata,Echinalosia,88,specimens,27351,Cisuralian,Artinskian,Permian 2
66249,Strophomenata,Costatumulus,2,specimens,27351,Cisuralian,Artinskian,Permian 2
66249,Strophomenata,Magniplicatina,3,specimens,27351,Cisuralian,Artinskian,Permian 2
66249,Strophomenata,Paucispinauria,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66249,Strophomenata,Anidanthus,7,specimens,27351,Cisuralian,Artinskian,Permian 2
66249,Rhynchonellata,Cyrtella,4,specimens,27351,Cisuralian,Artinskian,Permian 2
66249,Rhynchonellata,Syrella,13,specimens,27351,Cisuralian,Artinskian,Permian 2
66249,Rhynchonellata,Trigonotreta,6,specimens,27351,Cisuralian,Artinskian,Permian 2
66249,Rhynchonellata,Ambikella,8,specimens,27351,Cisuralian,Artinskian,Permian 2
66249,Rhynchonellata,Pustulospiriferina,4,specimens,27351,Cisuralian,Artinskian,Permian 2
66249,Bivalvia,Etheripecten,4,specimens,27351,Cisuralian,Artinskian,Permian 2
66249,Gastropoda,Peruvispira,2,specimens,27351,Cisuralian,Artinskian,Permian 2
66250,Strophomenata,Echinalosia,43,specimens,27351,Cisuralian,Artinskian,Permian 2
66250,Strophomenata,Costatumulus,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66250,Strophomenata,Paucispinauria,5,specimens,27351,Cisuralian,Artinskian,Permian 2
66250,Strophomenata,Anidanthus,13,specimens,27351,Cisuralian,Artinskian,Permian 2
66250,Rhynchonellata,Coledium,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66250,Rhynchonellata,Cyrtella,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66250,Rhynchonellata,Syrella,3,specimens,27351,Cisuralian,Artinskian,Permian 2
66250,Rhynchonellata,Trigonotreta,7,specimens,27351,Cisuralian,Artinskian,Permian 2
66250,Rhynchonellata,Ambikella,6,specimens,27351,Cisuralian,Artinskian,Permian 2
66251,Strophomenata,Echinalosia,32,specimens,11597,Cisuralian,Artinskian,Permian 2
66251,Strophomenata,Costatumulus,5,specimens,11597,Cisuralian,Artinskian,Permian 2
66251,Strophomenata,Anidanthus,2,specimens,11597,Cisuralian,Artinskian,Permian 2
66251,Rhynchonellata,Syrella,3,specimens,11597,Cisuralian,Artinskian,Permian 2
66251,Rhynchonellata,Trigonotreta,4,specimens,11597,Cisuralian,Artinskian,Permian 2
66251,Rhynchonellata,Ambikella,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66251,Rhynchonellata,Pustulospiriferina,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66251,Rhynchonellata,Terebratulida,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66252,Strophomenata,Echinalosia,19,specimens,11597,Cisuralian,Artinskian,Permian 2
66252,Strophomenata,Costatumulus,3,specimens,11597,Cisuralian,Artinskian,Permian 2
66252,Strophomenata,Paucispinauria,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66252,Strophomenata,Anidanthus,5,specimens,11597,Cisuralian,Artinskian,Permian 2
66252,Rhynchonellata,Cyrtella,2,specimens,11597,Cisuralian,Artinskian,Permian 2
66252,Rhynchonellata,Syrella,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66252,Rhynchonellata,Ambikella,6,specimens,11597,Cisuralian,Artinskian,Permian 2
66252,Rhynchonellata,Pustulospiriferina,2,specimens,11597,Cisuralian,Artinskian,Permian 2
66252,Gastropoda,Paraplatyschisma,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66254,Strophomenata,Echinalosia,9,specimens,27351,Cisuralian,Artinskian,Permian 2
66254,Strophomenata,Costatumulus,6,specimens,27351,Cisuralian,Artinskian,Permian 2
66254,Strophomenata,Magniplicatina,2,specimens,27351,Cisuralian,Artinskian,Permian 2
66254,Strophomenata,Paucispinauria,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66254,Strophomenata,Anidanthus,7,specimens,27351,Cisuralian,Artinskian,Permian 2
66254,Rhynchonellata,Syrella,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66254,Rhynchonellata,Ambikella,4,specimens,27351,Cisuralian,Artinskian,Permian 2
66254,Rhynchonellata,Pustulospiriferina,3,specimens,27351,Cisuralian,Artinskian,Permian 2
66254,Bivalvia,Etheripecten,3,specimens,27351,Cisuralian,Artinskian,Permian 2
66256,Strophomenata,Echinalosia,26,specimens,11597,Cisuralian,Artinskian,Permian 2
66256,Strophomenata,Costatumulus,2,specimens,11597,Cisuralian,Artinskian,Permian 2
66256,Strophomenata,Paucispinauria,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66256,Strophomenata,Anidanthus,12,specimens,11597,Cisuralian,Artinskian,Permian 2
66256,Rhynchonellata,Coledium,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66256,Rhynchonellata,Syrella,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66256,Rhynchonellata,Trigonotreta,4,specimens,11597,Cisuralian,Artinskian,Permian 2
66256,Rhynchonellata,Ambikella,2,specimens,11597,Cisuralian,Artinskian,Permian 2
66256,Rhynchonellata,Pustulospiriferina,3,specimens,11597,Cisuralian,Artinskian,Permian 2
66256,Bivalvia,Etheripecten,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66256,Bivalvia,Streblopteria,2,specimens,11597,Cisuralian,Artinskian,Permian 2
66256,Bivalvia,Striochondria,2,specimens,11597,Cisuralian,Artinskian,Permian 2
66256,Bivalvia,Cyrtorostra,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66256,Gastropoda,Peruvispira,6,specimens,11597,Cisuralian,Artinskian,Permian 2
66256,Gastropoda,Spiraculinella,2,specimens,11597,Cisuralian,Artinskian,Permian 2
66257,Strophomenata,Echinalosia,28,specimens,27351,Cisuralian,Artinskian,Permian 2
66257,Strophomenata,Costatumulus,3,specimens,27351,Cisuralian,Artinskian,Permian 2
66257,Strophomenata,Paucispinauria,3,specimens,27351,Cisuralian,Artinskian,Permian 2
66257,Strophomenata,Anidanthus,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66257,Rhynchonellata,Coledium,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66257,Rhynchonellata,Syrella,2,specimens,27351,Cisuralian,Artinskian,Permian 2
66257,Rhynchonellata,Sulciplica,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66257,Rhynchonellata,Trigonotreta,11,specimens,27351,Cisuralian,Artinskian,Permian 2
66257,Rhynchonellata,Ambikella,2,specimens,27351,Cisuralian,Artinskian,Permian 2
66257,Rhynchonellata,Pustulospiriferina,2,specimens,27351,Cisuralian,Artinskian,Permian 2
66257,Bivalvia,Etheripecten,2,specimens,27351,Cisuralian,Artinskian,Permian 2
66257,Bivalvia,Deltopecten,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66257,Gastropoda,Peruvispira,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66262,Strophomenata,Notostrophia,3,individuals,26676,Cisuralian,Artinskian,Permian 2
66262,Strophomenata,Lipanteris,2,individuals,26676,Cisuralian,Artinskian,Permian 2
66262,Strophomenata,Taeniothaerus,4,individuals,26676,Cisuralian,Artinskian,Permian 2
66262,Strophomenata,Terrakea,6,individuals,26676,Cisuralian,Artinskian,Permian 2
66262,Strophomenata,Megousia,40,individuals,26676,Cisuralian,Artinskian,Permian 2
66262,Rhynchonellata,Trigonotreta,16,individuals,26676,Cisuralian,Artinskian,Permian 2
66262,Rhynchonellata,Ambikella,4,individuals,26676,Cisuralian,Artinskian,Permian 2
66262,Rhynchonellata,Papulinella,2,individuals,26676,Cisuralian,Artinskian,Permian 2
66262,Bivalvia,Eurydesma,5,individuals,26676,Cisuralian,Artinskian,Permian 2
66262,Bivalvia,Etheripecten,6,individuals,26676,Cisuralian,Artinskian,Permian 2
66262,Bivalvia,Deltopecten,1,individuals,26676,Cisuralian,Artinskian,Permian 2
66262,Gastropoda,Paraplatyschisma,3,individuals,26676,Cisuralian,Artinskian,Permian 2
66262,Gastropoda,Paraplatyschisma,16,individuals,26676,Cisuralian,Artinskian,Permian 2
66262,Strophomenata,Acanthalosia,5,individuals,26676,Cisuralian,Artinskian,Permian 2
66264,Strophomenata,Terrakea,2,specimens,11597,Cisuralian,Artinskian,Permian 2
66264,Strophomenata,Megousia,29,specimens,11597,Cisuralian,Artinskian,Permian 2
66264,Rhynchonellata,Ambikella,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66264,Rhynchonellata,Maorielasma,3,specimens,11597,Cisuralian,Artinskian,Permian 2
66264,Bivalvia,Eurydesma,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66265,Strophomenata,Notostrophia,3,specimens,27376,Cisuralian,Artinskian,Permian 2
66265,Strophomenata,Terrakea,2,specimens,27376,Cisuralian,Artinskian,Permian 2
66265,Strophomenata,Megousia,1,specimens,27376,Cisuralian,Artinskian,Permian 2
66265,Rhynchonellata,Plekonella,1,specimens,27376,Cisuralian,Artinskian,Permian 2
66265,Rhynchonellata,Trigonotreta,5,specimens,27376,Cisuralian,Artinskian,Permian 2
66265,Rhynchonellata,Ambikella,1,specimens,27376,Cisuralian,Artinskian,Permian 2
66265,Rhynchonellata,Papulinella,1,specimens,27376,Cisuralian,Artinskian,Permian 2
66265,Bivalvia,Eurydesma,9,specimens,27376,Cisuralian,Artinskian,Permian 2
66265,Bivalvia,Deltopecten,1,specimens,27376,Cisuralian,Artinskian,Permian 2
66265,Bivalvia,Deltopecten,1,specimens,27376,Cisuralian,Artinskian,Permian 2
66265,Bivalvia,Squamuliferipecten,2,specimens,27376,Cisuralian,Artinskian,Permian 2
66265,Gastropoda,Paraplatyschisma,92,specimens,27376,Cisuralian,Artinskian,Permian 2
66265,Gastropoda,Paraplatyschisma,7,specimens,27376,Cisuralian,Artinskian,Permian 2
66265,Rhynchonellata,Permasyrinx,3,specimens,27376,Cisuralian,Artinskian,Permian 2
66265,Strophomenata,Acanthalosia,1,specimens,27376,Cisuralian,Artinskian,Permian 2
66269,Strophomenata,Megasteges,3,specimens,27351,Cisuralian,Artinskian,Permian 2
66269,Strophomenata,Taeniothaerus,5,specimens,27351,Cisuralian,Artinskian,Permian 2
66269,Strophomenata,Terrakea,4,specimens,27351,Cisuralian,Artinskian,Permian 2
66269,Strophomenata,Megousia,287,specimens,27351,Cisuralian,Artinskian,Permian 2
66269,Rhynchonellata,Trigonotreta,5,specimens,27351,Cisuralian,Artinskian,Permian 2
66269,Rhynchonellata,Ambikella,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66269,Rhynchonellata,Papulinella,2,specimens,27351,Cisuralian,Artinskian,Permian 2
66269,Rhynchonellata,Pustulospiriferina,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66269,Bivalvia,Atomodesmatinae,2,specimens,27351,Cisuralian,Artinskian,Permian 2
66269,Bivalvia,Eurydesma,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66269,Bivalvia,Deltopecten,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66269,Gastropoda,Paraplatyschisma,3,specimens,27351,Cisuralian,Artinskian,Permian 2
66269,Strophomenata,Acanthalosia,3,specimens,27351,Cisuralian,Artinskian,Permian 2
66271,Strophomenata,Notostrophia,10,specimens,27351,Cisuralian,Artinskian,Permian 2
66271,Strophomenata,Pseudostrophalosia,21,specimens,27351,Cisuralian,Artinskian,Permian 2
66271,Strophomenata,Lipanteris,6,specimens,27351,Cisuralian,Artinskian,Permian 2
66271,Strophomenata,Megasteges,16,specimens,27351,Cisuralian,Artinskian,Permian 2
66271,Strophomenata,Taeniothaerus,9,specimens,27351,Cisuralian,Artinskian,Permian 2
66271,Strophomenata,Terrakea,17,specimens,27351,Cisuralian,Artinskian,Permian 2
66271,Rhynchonellata,Plekonella,2,specimens,27351,Cisuralian,Artinskian,Permian 2
66271,Rhynchonellata,Cyrtella,2,specimens,27351,Cisuralian,Artinskian,Permian 2
66271,Rhynchonellata,Trigonotreta,9,specimens,27351,Cisuralian,Artinskian,Permian 2
66271,Rhynchonellata,Fusispirifer,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66271,Rhynchonellata,Ambikella,7,specimens,27351,Cisuralian,Artinskian,Permian 2
66271,Rhynchonellata,Ingelarella,2,specimens,27351,Cisuralian,Artinskian,Permian 2
66271,Rhynchonellata,Geothomasia,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66271,Rhynchonellata,Papulinella,2,specimens,27351,Cisuralian,Artinskian,Permian 2
66271,Rhynchonellata,Pustulospiriferina,2,specimens,27351,Cisuralian,Artinskian,Permian 2
66271,Rhynchonellata,Maorielasma,2,specimens,27351,Cisuralian,Artinskian,Permian 2
66271,Bivalvia,Eurydesma,3,specimens,27351,Cisuralian,Artinskian,Permian 2
66271,Bivalvia,Deltopecten,1,specimens,27351,Cisuralian,Artinskian,Permian 2
66271,Gastropoda,Paraplatyschisma,12,specimens,27351,Cisuralian,Artinskian,Permian 2
66271,Gastropoda,Paraplatyschisma,2,specimens,27351,Cisuralian,Artinskian,Permian 2
66272,Strophomenata,Megasteges,11,specimens,11597,Cisuralian,Artinskian,Permian 2
66272,Strophomenata,Taeniothaerus,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66272,Strophomenata,Megousia,7,specimens,11597,Cisuralian,Artinskian,Permian 2
66272,Rhynchonellata,Cyrtella,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66272,Bivalvia,Atomodesmatinae,5,specimens,11597,Cisuralian,Artinskian,Permian 2
66272,Bivalvia,Eurydesma,2,specimens,11597,Cisuralian,Artinskian,Permian 2
66272,Gastropoda,Paraplatyschisma,3,specimens,11597,Cisuralian,Artinskian,Permian 2
66274,Strophomenata,Taeniothaerus,2,specimens,11597,Cisuralian,Artinskian,Permian 2
66274,Strophomenata,Terrakea,20,specimens,11597,Cisuralian,Artinskian,Permian 2
66274,Strophomenata,Megousia,126,specimens,11597,Cisuralian,Artinskian,Permian 2
66274,Rhynchonellata,Trigonotreta,3,specimens,11597,Cisuralian,Artinskian,Permian 2
66274,Rhynchonellata,Ambikella,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66274,Rhynchonellata,Geothomasia,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66274,Bivalvia,Atomodesmatinae,2,specimens,11597,Cisuralian,Artinskian,Permian 2
66274,Gastropoda,Paraplatyschisma,6,specimens,11597,Cisuralian,Artinskian,Permian 2
66274,Gastropoda,Paraplatyschisma,1,specimens,11597,Cisuralian,Artinskian,Permian 2
66274,Strophomenata,Acanthalosia,8,specimens,11597,Cisuralian,Artinskian,Permian 2
66276,Strophomenata,Echinalosia,17,specimens,27351,Cisuralian,Kungurian,Permian 2
66276,Strophomenata,Lethamia,16,specimens,27351,Cisuralian,Kungurian,Permian 2
